NDVI,NDRE,RGB_Damage_Score,N,P,K,Moisture,pH,Temperature,Humidity,Energy_Consumed_mAh,Latency_ms,Cluster_KMeans,Cluster_Agglomerative,Zone_ID,Image_Type,Action_Suggested,PCA1,PCA2,Cluster_Birch
0.8,0.21,0.5,38,39,83,12.24,7.75,18.7,36.99,5.34,68.22,0,1.0,Z3,Multispectral,Apply Pesticide,0.4563113218494848,-0.1584310042242457,0
0.58,0.35,0.43,69,26,84,14.56,6.09,23.75,33.53,4.14,10.07,0,0.0,Z1,RGB,Monitor,0.0662818033932363,0.4578384452050428,1
0.58,0.35,0.21,38,11,63,10.72,7.78,28.65,68.08,7.28,68.1,1,0.0,Z7,RGB,Apply Fertilizer,-0.2420435709505399,-0.2714047128067726,0
0.86,0.57,0.5,15,10,60,8.13,5.89,18.37,49.73,9.44,54.02,1,0.0,Z5,Multispectral,Monitor,-0.308493663848355,-0.6518368798231564,0
0.44,0.59,0.5,33,17,74,25.73,7.79,39.48,33.61,6.42,29.97,1,0.0,Z10,Multispectral,Apply Pesticide,-0.090162932595309,-0.0791680776792253,1
0.58,0.35,0.21,66,29,41,28.29,6.71,31.6,29.42,7.81,91.29,0,1.0,Z4,RGB,Apply Pesticide,-0.0150838639674497,0.3630892628294478,0
0.43,0.42,0.5,65,28,21,31.59,5.11,27.24,84.01,9.32,74.33,0,0.0,Z9,Multispectral,Apply Fertilizer,-0.0970606398437241,0.2883385189772702,0
0.35,0.25,0.5,18,32,40,35.85,6.94,31.89,53.57,1.74,14.42,0,0.0,Z3,Multispectral,Irrigate,0.1731602929953317,-0.2524055487533176,1
0.43,0.38,0.5,37,25,92,11.02,7.97,23.48,41.97,1.67,45.32,0,1.0,Z5,Multispectral,Irrigate,0.1705829528229058,-0.1479023713704814,1
0.48,0.56,0.5,73,36,76,12.03,7.76,29.79,36.78,2.53,16.16,0,0.0,Z6,Multispectral,Monitor,0.3497884306640194,0.5171361517478195,1
0.55,0.32,0.5,44,16,83,23.36,6.2,26.26,93.14,7.82,98.52,1,0.0,Z8,Multispectral,Monitor,-0.1414462264008081,-0.1212856205204653,0
0.58,0.35,0.82,60,15,34,30.18,7.78,19.8,87.29,1.63,97.5,1,0.0,Z1,RGB,Apply Pesticide,-0.3147345899987314,0.1193343151432172,0
0.58,0.35,0.38,55,24,27,29.97,5.84,40.49,67.28,6.26,63.5,1,1.0,Z8,RGB,Apply Pesticide,-0.1252053050612797,0.2086347664027323,0
0.76,0.56,0.5,21,9,83,10.47,6.6,20.64,82.37,7.44,43.89,1,0.0,Z5,Multispectral,Monitor,-0.2306616633231192,-0.5352747355835887,1
0.58,0.35,0.02,30,14,88,31.46,5.91,37.13,80.13,6.48,22.83,1,1.0,Z10,RGB,Apply Fertilizer,-0.1500519333659171,-0.114259596803789,1
0.58,0.35,0.24,62,24,93,37.43,6.25,36.97,62.38,5.95,61.12,1,0.0,Z1,RGB,Monitor,0.0234170743943693,0.4410704675583698,0
0.58,0.35,0.97,58,10,74,17.58,5.61,23.19,36.51,5.54,46.98,1,1.0,Z3,RGB,Irrigate,-0.3697562319815201,0.1900523189656947,1
0.58,0.35,0.53,62,35,56,14.72,5.64,41.59,93.44,6.41,60.65,0,0.0,Z1,RGB,Apply Fertilizer,0.2779263705435209,0.249822997276726,0
0.58,0.35,0.02,57,31,88,8.25,5.16,39.2,25.43,8.89,91.61,0,1.0,Z9,RGB,Irrigate,0.2017777709236248,0.1876921547576339,0
0.31,0.49,0.5,64,36,89,32.25,6.32,32.02,60.42,8.87,16.75,0,0.0,Z10,Multispectral,Monitor,0.3264752374765546,0.488711984191273,1
0.58,0.35,0.09,55,37,58,36.85,5.93,27.45,29.93,8.82,58.53,0,0.0,Z8,RGB,Apply Pesticide,0.2063671074282891,0.3168760453811858,1
0.58,0.35,0.18,38,37,68,32.19,7.59,41.92,54.5,9.71,92.34,0,0.0,Z7,RGB,Monitor,0.3527443368046061,-0.0271709156737764,0
0.58,0.35,0.64,70,18,59,14.94,7.32,41.74,58.12,2.41,89.22,1,1.0,Z10,RGB,Monitor,-0.1416948522174105,0.349693909658291,0
0.58,0.35,0.42,65,28,59,22.22,5.48,26.26,42.39,8.16,45.08,0,0.0,Z5,RGB,Apply Fertilizer,0.0141957967628681,0.360286331017943,1
0.58,0.35,0.97,36,24,74,33.61,6.97,24.71,80.69,6.28,90.9,1,0.0,Z8,RGB,Apply Pesticide,0.0284153419723026,-0.1542077534514268,0
0.58,0.35,0.28,18,14,36,9.7,5.19,18.72,28.2,5.48,64.43,1,1.0,Z2,RGB,Apply Pesticide,-0.3227799896440161,-0.5623530881377822,0
0.3,0.36,0.5,49,6,46,32.21,6.97,34.04,28.25,5.75,61.06,1,1.0,Z7,Multispectral,Irrigate,-0.5297923283517819,0.123435419731461,1
0.58,0.35,0.91,36,14,37,16.39,6.59,30.29,53.48,7.65,46.59,1,0.0,Z7,RGB,Apply Pesticide,-0.281615282457072,-0.2225863203448977,1
0.58,0.35,0.81,64,7,52,17.88,6.31,32.59,26.9,9.18,46.06,1,1.0,Z9,RGB,Apply Pesticide,-0.4909060347362108,0.2807766461440966,1
0.58,0.35,0.13,73,19,24,11.14,6.24,25.49,48.72,5.08,21.0,1,0.0,Z10,RGB,Monitor,-0.2532212532593439,0.3804106845665527,1
0.81,0.19,0.5,47,40,25,30.55,6.46,30.6,86.87,1.97,83.22,0,0.0,Z3,Multispectral,Apply Pesticide,0.2870582394394395,0.0422600778570066,0
0.58,0.56,0.5,47,9,23,11.39,6.06,39.48,55.67,3.81,72.44,1,1.0,Z5,Multispectral,Apply Fertilizer,-0.4486540555110971,-0.0817681631370388,1
0.36,0.42,0.5,58,16,38,24.87,7.51,36.42,63.26,1.66,74.68,1,0.0,Z3,Multispectral,Monitor,-0.2511613293179278,0.1907327025524068,0
0.58,0.35,0.21,17,44,75,14.15,7.15,22.98,54.64,3.92,71.66,0,1.0,Z9,RGB,Irrigate,0.594700476336283,-0.4757532761692609,0
0.62,0.36,0.5,16,7,38,11.73,7.63,18.29,89.15,6.2,90.45,1,1.0,Z6,Multispectral,Monitor,-0.3866119459232928,-0.7506429529564281,0
0.58,0.35,0.76,58,41,90,22.82,6.7,37.66,38.53,7.25,25.79,0,0.0,Z7,RGB,Monitor,0.4877652596450778,0.380999638504067,1
0.78,0.28,0.5,30,31,63,23.09,7.87,41.23,79.0,5.59,22.62,0,0.0,Z8,Multispectral,Apply Pesticide,0.2840712112115081,-0.1646720442988778,1
0.58,0.35,0.31,51,41,46,27.9,5.79,26.12,35.95,3.91,86.89,0,0.0,Z2,RGB,Irrigate,0.2978089503741162,0.160475789806899,0
0.58,0.35,0.94,70,35,81,26.26,5.5,32.7,50.17,4.97,76.17,0,0.0,Z3,RGB,Irrigate,0.2410538907687015,0.4957533946951633,0
0.57,0.33,0.5,43,33,69,36.68,5.64,19.15,86.16,9.44,35.3,0,0.0,Z1,Multispectral,Irrigate,0.192769099167559,0.0467312158576738,1
0.4,0.33,0.5,45,25,26,33.29,6.39,27.59,86.43,8.64,17.89,0,0.0,Z4,Multispectral,Apply Pesticide,-0.0746261703803763,0.0382456750268145,1
0.31,0.56,0.5,72,29,45,9.96,7.62,28.69,84.44,8.13,81.11,0,0.0,Z7,Multispectral,Irrigate,0.1084930326677805,0.2513297259950969,0
0.88,0.5,0.5,43,39,75,9.08,5.26,30.03,69.46,8.72,31.22,0,0.0,Z4,Multispectral,Apply Fertilizer,0.4321448150386001,-0.0443885512624105,1
0.72,0.39,0.5,48,23,91,22.71,6.95,41.51,46.83,2.92,87.95,1,1.0,Z2,Multispectral,Apply Pesticide,0.0635559713653355,0.1156937895296698,0
0.8,0.55,0.5,71,24,22,21.66,7.63,29.06,29.57,6.16,61.38,1,1.0,Z4,Multispectral,Monitor,-0.1476889065764621,0.3888832321013424,1
0.58,0.35,0.84,64,28,39,30.26,7.04,28.39,74.17,4.7,75.83,0,0.0,Z10,RGB,Irrigate,0.0043138645154193,0.2958503281324476,0
0.83,0.28,0.5,39,37,83,25.62,7.01,34.4,60.95,7.6,13.13,0,0.0,Z4,Multispectral,Apply Pesticide,0.4167959146532501,0.0464483327788172,1
0.58,0.35,0.57,45,10,34,9.6,6.87,33.27,66.2,9.83,47.25,1,0.0,Z8,RGB,Irrigate,-0.3641413004268684,-0.1564382040849909,0
0.58,0.35,0.72,28,18,63,10.5,6.64,19.52,28.34,5.07,80.04,1,1.0,Z5,RGB,Apply Pesticide,-0.133148571993463,-0.3927803408944745,0
0.58,0.35,0.99,53,19,33,33.98,5.77,36.87,49.06,9.12,63.28,1,1.0,Z9,RGB,Monitor,-0.2644378711070821,0.1917423514743905,1
0.58,0.35,0.06,73,33,93,35.02,7.99,27.79,72.15,4.18,59.86,0,0.0,Z4,RGB,Apply Pesticide,0.2721481963376787,0.5647581336241252,1
0.55,0.38,0.5,71,26,21,9.22,5.57,37.12,51.76,6.72,21.82,0,0.0,Z3,Multispectral,Apply Fertilizer,-0.0727848652189898,0.3863275966018143,1
0.49,0.22,0.5,22,8,63,31.49,6.91,41.52,28.9,7.7,98.87,1,1.0,Z7,Multispectral,Apply Pesticide,-0.3908472592412392,-0.3251359918623994,0
0.58,0.35,0.74,26,32,93,10.97,7.89,38.08,68.26,2.48,80.52,0,1.0,Z10,RGB,Apply Fertilizer,0.3999860918028842,-0.3387081338810669,0
0.58,0.35,0.16,21,17,76,15.69,6.43,21.04,63.61,7.44,81.73,1,1.0,Z7,RGB,Monitor,-0.1017831705431961,-0.5072154369570171,0
0.58,0.35,0.07,46,42,40,22.74,5.86,32.67,53.71,7.1,82.17,0,0.0,Z1,RGB,Monitor,0.356049543378761,0.0322358900834591,0
0.58,0.35,0.48,62,31,79,24.46,6.19,36.73,89.86,2.79,15.69,0,0.0,Z9,RGB,Irrigate,0.2352025905843436,0.3921849185362396,1
0.58,0.35,0.16,49,38,62,10.43,6.96,35.25,47.35,9.59,88.47,0,0.0,Z2,RGB,Monitor,0.3699413627277802,-0.0065111082787741,0
0.34,0.34,0.5,60,36,28,16.1,5.06,18.52,78.22,9.45,39.99,0,0.0,Z4,Multispectral,Monitor,0.1598196188459797,0.1492929884828032,1
0.47,0.33,0.5,68,39,37,28.16,6.75,26.53,53.16,3.59,13.68,0,0.0,Z10,Multispectral,Apply Pesticide,0.2621064276169769,0.4877615767247867,1
0.58,0.35,0.59,50,6,26,29.51,7.38,20.27,88.51,1.98,40.33,1,0.0,Z5,RGB,Irrigate,-0.5307808905078815,0.0051700176554837,1
0.53,0.34,0.5,74,7,86,25.27,5.86,23.78,39.8,1.38,82.41,1,1.0,Z5,Multispectral,Apply Pesticide,-0.4588741734756612,0.4781759694824454,0
0.78,0.42,0.5,28,19,64,36.12,5.27,22.89,79.82,3.5,36.62,1,0.0,Z5,Multispectral,Irrigate,-0.1448182559073718,-0.1830819828479075,1
0.58,0.35,0.37,22,36,41,16.92,7.38,33.61,79.42,7.9,76.86,0,0.0,Z8,RGB,Irrigate,0.3309414285063684,-0.4574433434529062,0
0.58,0.35,0.26,61,36,71,19.03,6.87,30.86,59.23,3.0,84.99,0,1.0,Z1,RGB,Apply Pesticide,0.308548778932345,0.2575191032347455,0
0.73,0.22,0.5,33,10,72,16.69,5.06,36.87,73.12,6.29,95.29,1,0.0,Z9,Multispectral,Monitor,-0.3091981501318958,-0.2769520919637611,0
0.58,0.35,0.33,65,42,83,9.66,7.11,21.54,60.01,2.04,53.0,0,0.0,Z3,RGB,Monitor,0.5108607676445361,0.2933085352340504,0
0.48,0.48,0.5,66,42,56,37.13,5.28,32.74,85.59,8.62,74.09,0,0.0,Z9,Multispectral,Apply Pesticide,0.3447076470828742,0.4372144027392467,0
0.58,0.35,0.32,31,22,86,37.5,7.14,41.94,78.53,5.54,38.36,1,1.0,Z9,RGB,Irrigate,0.0595873475872994,-0.052291640889664,1
0.79,0.43,0.5,23,27,80,34.87,7.06,29.26,29.65,3.53,16.12,0,1.0,Z10,Multispectral,Apply Fertilizer,0.129381605095348,-0.1376813575903666,1
0.28,0.3,0.5,47,34,67,19.85,6.75,20.78,54.3,2.56,14.1,0,0.0,Z5,Multispectral,Apply Fertilizer,0.268534216960044,0.0947934268333794,1
0.47,0.33,0.5,15,24,37,27.47,5.28,34.89,75.77,9.69,44.29,1,0.0,Z7,Multispectral,Irrigate,-0.0388336546570597,-0.4601811876156713,1
0.58,0.35,0.09,51,18,44,17.79,7.21,33.43,32.45,7.0,36.49,1,0.0,Z2,RGB,Apply Fertilizer,-0.1876145770531548,0.1014401619581711,1
0.58,0.35,0.98,35,38,47,14.18,6.48,39.95,66.14,7.53,80.95,0,1.0,Z2,RGB,Monitor,0.3614876070245032,-0.2087041637359956,0
0.64,0.19,0.5,21,26,92,9.12,6.21,36.69,80.07,5.5,25.85,0,1.0,Z2,Multispectral,Apply Pesticide,0.2413601115953537,-0.3869255847560253,1
0.28,0.54,0.5,53,43,47,9.19,7.04,25.07,44.31,7.52,47.02,0,0.0,Z10,Multispectral,Apply Pesticide,0.4489196434852641,0.0729654779510644,1
0.4,0.57,0.5,56,21,30,13.23,7.04,30.39,35.56,4.67,44.65,1,0.0,Z10,Multispectral,Apply Pesticide,-0.1523843712842441,0.1261624902691281,1
0.58,0.35,0.01,19,17,65,14.5,6.81,36.41,86.56,4.62,89.41,1,1.0,Z1,RGB,Monitor,-0.0682801959713172,-0.531221924821582,0
0.58,0.35,0.1,19,29,53,9.9,7.8,18.59,42.26,6.31,38.77,0,1.0,Z8,RGB,Apply Pesticide,0.1789674722324932,-0.5098249948732245,1
0.42,0.44,0.5,40,41,84,25.66,5.29,35.53,52.59,3.25,49.27,0,0.0,Z10,Multispectral,Irrigate,0.4596514054772259,0.0845577021558057,1
0.53,0.51,0.5,57,20,91,36.85,6.71,20.47,28.2,8.76,56.67,1,0.0,Z2,Multispectral,Apply Fertilizer,-0.1182814619232976,0.3101240165258533,0
0.82,0.17,0.5,39,14,61,22.57,7.79,29.86,47.46,5.05,85.64,1,1.0,Z7,Multispectral,Apply Pesticide,-0.2276125273616668,-0.1504092243863338,0
0.58,0.35,0.09,15,24,43,32.34,7.59,18.3,76.6,2.39,95.76,1,1.0,Z9,RGB,Apply Pesticide,-0.0201353972335635,-0.5450616581226326,0
0.35,0.33,0.5,56,6,75,29.39,5.2,36.19,53.82,7.04,94.8,1,0.0,Z9,Multispectral,Apply Pesticide,-0.4862462425153681,0.1937447303976066,0
0.58,0.35,0.59,22,19,80,12.28,5.81,34.37,37.26,2.3,67.49,1,1.0,Z5,RGB,Monitor,-0.0372861449745296,-0.3672705109868017,1
0.48,0.39,0.5,28,32,25,17.1,7.23,20.64,50.21,7.61,46.7,0,0.0,Z8,Multispectral,Irrigate,0.1363790618443193,-0.3548018118719461,1
0.57,0.46,0.5,64,9,30,13.68,6.35,21.28,48.27,3.23,48.11,1,0.0,Z5,Multispectral,Apply Fertilizer,-0.4877086916495046,0.1879943991860895,1
0.58,0.35,0.39,57,10,22,17.45,7.21,28.98,36.92,9.36,46.05,1,0.0,Z5,RGB,Monitor,-0.4626951142007427,0.1011440237770567,1
0.42,0.26,0.5,52,42,49,35.42,5.4,35.43,73.49,5.99,87.35,0,0.0,Z4,Multispectral,Apply Fertilizer,0.3467768475427517,0.2129975427385294,0
0.32,0.43,0.5,39,44,81,33.49,5.23,21.42,43.68,1.38,88.93,0,1.0,Z1,Multispectral,Apply Pesticide,0.4581598218038504,0.0401318960799959,0
0.5,0.51,0.5,15,37,83,26.04,6.42,18.11,60.61,5.24,20.6,0,1.0,Z6,Multispectral,Monitor,0.4101693789111886,-0.3910743803955611,1
0.73,0.35,0.5,30,13,30,32.0,7.11,28.91,91.31,4.11,68.1,1,1.0,Z6,Multispectral,Monitor,-0.3214411045462181,-0.2935986121963057,0
0.58,0.35,0.23,72,11,62,16.86,5.82,24.03,92.94,4.97,95.08,1,0.0,Z10,RGB,Irrigate,-0.3615509124736704,0.2666548327165111,0
0.28,0.55,0.5,51,22,68,18.69,6.84,23.93,72.99,1.32,69.32,1,1.0,Z8,Multispectral,Apply Fertilizer,-0.0211111268480047,0.0396491219654353,1
0.85,0.3,0.5,50,25,27,17.83,7.53,18.71,60.39,8.81,30.64,1,0.0,Z6,Multispectral,Apply Pesticide,-0.0523248732705969,-0.0194774277651844,1
0.67,0.39,0.5,33,8,84,27.2,7.7,27.52,80.38,2.79,73.58,1,0.0,Z5,Multispectral,Irrigate,-0.2867403942337496,-0.2283875612446848,0
0.9,0.6,0.5,20,22,60,17.76,7.6,19.05,43.52,2.37,77.02,1,1.0,Z4,Multispectral,Apply Fertilizer,-0.0089759535500776,-0.4815951621727055,0
0.69,0.21,0.5,56,35,49,29.4,7.72,25.67,55.13,5.3,86.54,0,0.0,Z5,Multispectral,Apply Pesticide,0.2095501297360187,0.1804297257929508,0
0.51,0.11,0.5,71,14,91,8.33,7.38,23.25,89.32,2.27,77.14,1,0.0,Z5,Multispectral,Apply Fertilizer,-0.1395217588397542,0.2510013365389691,0
0.58,0.35,0.89,45,41,61,34.97,7.62,35.59,35.68,6.2,32.99,0,0.0,Z10,RGB,Apply Pesticide,0.4122806510236072,0.2011914678209837,1
0.42,0.57,0.5,61,44,47,19.49,7.05,30.93,78.53,7.14,11.76,0,0.0,Z5,Multispectral,Irrigate,0.4856417329517363,0.301711094006341,1
0.58,0.35,0.94,72,30,80,18.08,5.08,33.55,93.0,4.57,82.28,0,1.0,Z3,RGB,Irrigate,0.1602877965274368,0.4030795657871094,0
0.66,0.33,0.5,51,12,36,16.46,7.36,29.09,53.04,3.36,24.85,1,0.0,Z8,Multispectral,Apply Fertilizer,-0.332121090074911,0.0538923742606032,1
0.71,0.4,0.5,53,14,31,12.31,6.32,32.18,29.03,6.82,10.2,1,0.0,Z6,Multispectral,Monitor,-0.3272915001256485,0.1162314683116585,1
0.58,0.35,0.73,30,7,23,32.41,7.51,40.58,92.78,1.32,65.31,1,1.0,Z10,RGB,Apply Pesticide,-0.452873185038347,-0.2583159998772304,0
0.64,0.41,0.5,71,8,49,26.08,6.94,30.23,48.92,5.31,93.98,1,0.0,Z3,Multispectral,Apply Fertilizer,-0.4918381969873797,0.3588027444915067,0
0.58,0.35,0.76,64,18,65,19.29,6.55,39.08,61.66,8.5,77.66,1,0.0,Z6,RGB,Irrigate,-0.1494292194852952,0.2683263681941055,0
0.58,0.35,0.48,42,8,85,22.71,7.73,27.09,41.88,5.92,27.38,1,1.0,Z8,RGB,Apply Fertilizer,-0.3064997911608209,-0.0162300972816397,1
0.58,0.35,0.23,67,36,39,15.61,6.98,40.43,90.41,8.23,22.73,0,0.0,Z1,RGB,Monitor,0.2857676915486812,0.3464622056734969,1
0.62,0.2,0.5,31,41,76,34.49,7.37,38.42,52.6,8.94,74.01,0,1.0,Z10,Multispectral,Apply Pesticide,0.4720861187549664,-0.0864132931922795,0
0.89,0.26,0.5,37,19,42,28.7,6.95,22.88,80.77,2.25,72.15,1,0.0,Z4,Multispectral,Irrigate,-0.1675526494341953,-0.1784762900795908,0
0.58,0.35,0.5,68,39,39,34.23,5.5,33.38,66.53,1.62,83.7,0,0.0,Z4,RGB,Irrigate,0.2203339768433064,0.4710592512003106,0
0.58,0.35,0.13,18,11,86,23.58,5.82,41.02,61.36,2.75,15.63,1,1.0,Z6,RGB,Irrigate,-0.1941163261899803,-0.3020781079668052,1
0.53,0.57,0.5,30,30,93,23.99,6.11,29.57,60.37,1.66,60.11,0,0.0,Z8,Multispectral,Apply Fertilizer,0.2480260885285622,-0.1560396110365484,0
0.58,0.35,0.52,56,44,24,21.69,7.46,39.09,82.9,4.33,80.88,0,0.0,Z1,RGB,Monitor,0.431104683145472,0.1513533391083853,0
0.58,0.35,0.93,64,10,66,14.95,5.21,26.48,44.01,7.56,31.04,1,1.0,Z1,RGB,Irrigate,-0.3879915258135366,0.2790057136542571,1
0.74,0.45,0.5,28,32,80,29.27,6.09,36.04,29.82,7.17,14.83,0,1.0,Z8,Multispectral,Apply Fertilizer,0.2458855484069485,-0.0618526207796288,1
0.58,0.35,0.72,42,15,21,20.29,6.27,39.19,77.14,7.48,84.73,1,0.0,Z1,RGB,Irrigate,-0.3061198197985483,-0.1575719234116172,0
0.58,0.35,0.54,49,20,78,10.72,6.67,32.21,69.57,8.12,75.45,1,1.0,Z3,RGB,Apply Fertilizer,-0.0188881264416587,-0.0455152515519682,0
0.42,0.17,0.5,52,42,51,34.64,7.04,23.96,38.99,9.37,66.53,0,0.0,Z6,Multispectral,Monitor,0.3492958767810068,0.2020873331402451,0
0.71,0.25,0.5,31,7,83,16.12,6.7,27.32,61.94,2.43,10.4,1,0.0,Z3,Multispectral,Apply Pesticide,-0.3011645411789446,-0.2158101093998953,1
0.58,0.35,0.17,63,5,80,13.75,5.8,25.28,54.14,8.58,93.54,1,0.0,Z7,RGB,Apply Pesticide,-0.4721181377788317,0.1470671284356524,0
0.33,0.22,0.5,74,27,24,35.27,6.06,37.16,32.49,9.35,58.31,0,1.0,Z7,Multispectral,Apply Fertilizer,-0.1362042905217734,0.5777020333771326,1
0.67,0.3,0.5,31,14,63,28.69,7.58,39.29,32.73,8.99,20.65,1,0.0,Z5,Multispectral,Irrigate,-0.2065601478769713,-0.1076956007758567,1
0.63,0.25,0.5,55,30,90,23.21,5.79,26.28,63.63,7.15,41.15,0,0.0,Z10,Multispectral,Irrigate,0.1901877986365141,0.2236275290456125,1
0.77,0.52,0.5,41,25,94,26.72,7.58,29.84,80.11,4.04,36.1,0,0.0,Z7,Multispectral,Monitor,0.1629942754516301,0.0051314886243213,1
0.58,0.35,0.44,41,26,33,27.01,5.43,33.1,44.37,7.41,58.35,0,1.0,Z6,RGB,Apply Pesticide,-0.0713951380640966,-0.0177714505717353,1
0.68,0.56,0.5,37,27,48,22.87,5.12,25.96,67.2,2.26,84.78,0,1.0,Z9,Multispectral,Apply Fertilizer,0.0073033383594028,-0.1565505529398329,0
0.5,0.2,0.5,44,18,53,17.03,6.05,40.47,59.07,5.24,44.19,1,1.0,Z5,Multispectral,Irrigate,-0.1436521167208531,-0.0037126020460308,1
0.58,0.35,0.93,62,8,89,9.28,6.51,19.58,90.91,2.53,26.0,1,0.0,Z4,RGB,Apply Pesticide,-0.2885364330372543,0.1549971665440116,1
0.57,0.4,0.5,28,12,56,23.16,5.03,18.46,62.84,8.52,30.95,1,0.0,Z8,Multispectral,Apply Fertilizer,-0.3350421773424838,-0.3075291747753541,1
0.63,0.38,0.5,64,31,67,35.99,5.15,32.49,28.35,2.28,86.38,0,1.0,Z5,Multispectral,Apply Pesticide,0.0554043207837278,0.4759833973520848,0
0.58,0.35,0.18,55,8,92,21.04,7.17,25.13,26.78,7.43,44.65,1,0.0,Z10,RGB,Monitor,-0.3433565936795533,0.1803002329702552,1
0.58,0.35,0.21,22,35,51,32.77,6.35,38.4,48.32,9.0,96.84,0,0.0,Z4,RGB,Irrigate,0.2366916559819993,-0.2975111859248291,0
0.35,0.19,0.5,19,42,94,35.16,7.63,29.84,41.46,5.68,47.18,0,0.0,Z2,Multispectral,Apply Pesticide,0.5568631041179183,-0.22052210001556,1
0.76,0.15,0.5,36,39,90,9.46,7.0,18.91,37.87,7.74,77.83,0,1.0,Z4,Multispectral,Irrigate,0.4627460694572861,-0.2178580906843524,0
0.58,0.35,0.19,19,38,33,16.3,6.2,28.25,82.84,1.26,16.86,0,0.0,Z7,RGB,Apply Fertilizer,0.3532829610281748,-0.4079216033435163,1
0.89,0.32,0.5,38,28,64,17.63,7.39,29.46,34.9,1.04,83.96,0,1.0,Z2,Multispectral,Apply Pesticide,0.124716771498845,-0.1203228477667885,0
0.27,0.44,0.5,32,6,71,17.72,5.08,20.55,72.04,6.03,75.9,1,1.0,Z2,Multispectral,Apply Fertilizer,-0.4338940662713325,-0.3311959008113495,0
0.89,0.24,0.5,44,42,26,16.91,5.97,19.56,66.52,5.1,60.24,0,0.0,Z3,Multispectral,Monitor,0.3368654237337399,-0.088436306270372,0
0.34,0.57,0.5,36,41,75,15.55,5.2,35.5,33.62,2.57,44.38,0,0.0,Z10,Multispectral,Irrigate,0.453647735368139,-0.02344225060861,1
0.58,0.35,0.3,55,14,88,13.9,7.92,36.2,72.23,7.17,58.5,1,0.0,Z9,RGB,Irrigate,-0.1110885964739705,0.0952466169929627,0
0.58,0.35,0.03,46,25,91,12.89,6.5,29.04,49.75,6.2,60.28,0,0.0,Z1,RGB,Apply Fertilizer,0.1164981545715071,-0.001804034335746,0
0.58,0.35,0.56,42,39,36,25.27,6.37,27.05,71.06,1.43,98.8,0,0.0,Z8,RGB,Monitor,0.2888812236347114,-0.0750533105946094,0
0.58,0.35,0.64,68,21,75,19.64,7.49,31.71,94.46,4.07,49.05,1,0.0,Z4,RGB,Irrigate,-0.0033428495948323,0.3315514257315728,1
0.52,0.26,0.5,32,15,65,30.05,5.08,40.95,46.94,2.76,61.66,1,1.0,Z7,Multispectral,Monitor,-0.2398233835752795,-0.0818816799832417,1
0.58,0.35,0.44,25,29,65,23.26,5.76,24.66,69.79,3.25,30.51,0,0.0,Z8,RGB,Apply Fertilizer,0.1545550803988353,-0.2700554125147499,1
0.58,0.35,0.04,64,32,43,23.04,7.57,40.94,42.51,7.92,10.81,0,0.0,Z2,RGB,Apply Pesticide,0.1601052632253511,0.4219179688995581,1
0.37,0.45,0.5,60,17,24,29.74,5.71,36.39,59.36,2.33,45.29,1,1.0,Z1,Multispectral,Irrigate,-0.3211591945165252,0.3077002874667253,0
0.37,0.15,0.5,18,23,44,30.16,7.5,31.54,40.83,5.15,21.9,1,0.0,Z8,Multispectral,Monitor,-0.0260717885804755,-0.3278615915605858,1
0.65,0.14,0.5,50,10,39,33.59,6.26,31.7,71.08,9.23,38.99,1,1.0,Z2,Multispectral,Monitor,-0.4373437210450172,0.1056446679508819,1
0.58,0.35,0.36,55,16,32,10.1,6.46,25.61,85.39,4.0,20.66,1,0.0,Z10,RGB,Monitor,-0.2337676519875315,0.0376548076755375,1
0.58,0.35,0.52,68,30,47,24.35,6.93,26.68,45.96,1.19,14.63,0,0.0,Z9,RGB,Apply Fertilizer,0.0776027044411443,0.4694030658036374,1
0.58,0.35,0.29,33,24,26,28.33,6.35,39.87,75.73,9.77,12.39,1,1.0,Z5,RGB,Apply Fertilizer,-0.053754217549335,-0.1266264997083216,1
0.58,0.35,0.88,62,13,36,10.52,6.36,24.11,73.87,9.67,92.32,1,0.0,Z5,RGB,Irrigate,-0.3521961117779044,0.0317790350004646,0
0.58,0.35,0.29,35,7,32,15.62,7.92,32.01,90.5,8.26,36.03,1,0.0,Z8,RGB,Apply Pesticide,-0.3943472420131437,-0.3115865445985976,1
0.32,0.21,0.5,27,16,89,26.37,5.87,37.5,73.43,2.19,12.53,1,1.0,Z8,Multispectral,Irrigate,-0.0768966549110596,-0.1471496755971745,1
0.58,0.35,0.28,48,10,78,33.59,7.17,37.13,51.08,3.11,72.02,1,0.0,Z4,RGB,Apply Pesticide,-0.3178188566046445,0.1411838056282794,0
0.58,0.35,0.58,63,6,85,15.72,7.6,27.88,62.9,9.36,41.45,1,0.0,Z10,RGB,Apply Pesticide,-0.3615623235773828,0.2083933713680885,1
0.58,0.35,0.45,72,34,64,35.77,7.0,31.26,82.11,6.49,13.68,0,0.0,Z3,RGB,Apply Fertilizer,0.2225843913033581,0.5846623149972507,1
0.58,0.35,0.31,37,28,57,12.23,6.74,24.74,79.54,3.4,15.69,0,0.0,Z7,RGB,Apply Pesticide,0.157186619939717,-0.1692142860583124,1
0.58,0.35,0.81,43,41,56,20.14,7.74,18.78,59.35,2.92,45.4,0,0.0,Z4,RGB,Apply Pesticide,0.4335105771401198,-0.0371954249687088,1
